data_type,category,reference_unit,upenn__total_number_of_stays,upenn__total_observations,upenn__total_distinct_observations,upenn__mean_icu_los_days,upenn__mean_icu_los_hours,upenn__whole_stay_mean,upenn__whole_stay_median,upenn__whole_stay_iqr,upenn__first_24hr_mean,upenn__first_24hr_median,upenn__first_24hr_iqr,upenn__first_48hr_mean,upenn__first_48hr_median,upenn__first_48hr_iqr,upenn__first_72hr_mean,upenn__first_72hr_median,upenn__first_72hr_iqr,nu__total_number_of_stays,nu__total_observations,nu__total_distinct_observations,nu__mean_icu_los_days,nu__mean_icu_los_hours,nu__whole_stay_mean,nu__whole_stay_median,nu__whole_stay_iqr,nu__first_24hr_mean,nu__first_24hr_median,nu__first_24hr_iqr,nu__first_48hr_mean,nu__first_48hr_median,nu__first_48hr_iqr,nu__first_72hr_mean,nu__first_72hr_median,nu__first_72hr_iqr,jhu__total_number_of_stays,jhu__total_observations,jhu__total_distinct_observations,jhu__mean_icu_los_days,jhu__mean_icu_los_hours,jhu__whole_stay_mean,jhu__whole_stay_median,jhu__whole_stay_iqr,jhu__first_24hr_mean,jhu__first_24hr_median,jhu__first_24hr_iqr,jhu__first_48hr_mean,jhu__first_48hr_median,jhu__first_48hr_iqr,jhu__first_72hr_mean,jhu__first_72hr_median,jhu__first_72hr_iqr,rush__total_number_of_stays,rush__total_observations,rush__total_distinct_observations,rush__mean_icu_los_days,rush__mean_icu_los_hours,rush__whole_stay_mean,rush__whole_stay_median,rush__whole_stay_iqr,rush__first_24hr_mean,rush__first_24hr_median,rush__first_24hr_iqr,rush__first_48hr_mean,rush__first_48hr_median,rush__first_48hr_iqr,rush__first_72hr_mean,rush__first_72hr_median,rush__first_72hr_iqr,ohsu__total_number_of_stays,ohsu__total_observations,ohsu__total_distinct_observations,ohsu__mean_icu_los_days,ohsu__mean_icu_los_hours,ohsu__whole_stay_mean,ohsu__whole_stay_median,ohsu__whole_stay_iqr,ohsu__first_24hr_mean,ohsu__first_24hr_median,ohsu__first_24hr_iqr,ohsu__first_48hr_mean,ohsu__first_48hr_median,ohsu__first_48hr_iqr,ohsu__first_72hr_mean,ohsu__first_72hr_median,ohsu__first_72hr_iqr,ucmc__total_number_of_stays,ucmc__total_observations,ucmc__total_distinct_observations,ucmc__mean_icu_los_days,ucmc__mean_icu_los_hours,ucmc__whole_stay_mean,ucmc__whole_stay_median,ucmc__whole_stay_iqr,ucmc__first_24hr_mean,ucmc__first_24hr_median,ucmc__first_24hr_iqr,ucmc__first_48hr_mean,ucmc__first_48hr_median,ucmc__first_48hr_iqr,ucmc__first_72hr_mean,ucmc__first_72hr_median,ucmc__first_72hr_iqr,umn__total_number_of_stays,umn__total_observations,umn__total_distinct_observations,umn__mean_icu_los_days,umn__mean_icu_los_hours,umn__whole_stay_mean,umn__whole_stay_median,umn__whole_stay_iqr,umn__first_24hr_mean,umn__first_24hr_median,umn__first_24hr_iqr,umn__first_48hr_mean,umn__first_48hr_median,umn__first_48hr_iqr,umn__first_72hr_mean,umn__first_72hr_median,umn__first_72hr_iqr,emory__total_number_of_stays,emory__total_observations,emory__total_distinct_observations,emory__mean_icu_los_days,emory__mean_icu_los_hours,emory__whole_stay_mean,emory__whole_stay_median,emory__whole_stay_iqr,emory__first_24hr_mean,emory__first_24hr_median,emory__first_24hr_iqr,emory__first_48hr_mean,emory__first_48hr_median,emory__first_48hr_iqr,emory__first_72hr_mean,emory__first_72hr_median,emory__first_72hr_iqr,umich__total_number_of_stays,umich__total_observations,umich__total_distinct_observations,umich__mean_icu_los_days,umich__mean_icu_los_hours,umich__whole_stay_mean,umich__whole_stay_median,umich__whole_stay_iqr,umich__first_24hr_mean,umich__first_24hr_median,umich__first_24hr_iqr,umich__first_48hr_mean,umich__first_48hr_median,umich__first_48hr_iqr,umich__first_72hr_mean,umich__first_72hr_median,umich__first_72hr_iqr,mimic_iv__total_number_of_stays,mimic_iv__total_observations,mimic_iv__total_distinct_observations,mimic_iv__mean_icu_los_days,mimic_iv__mean_icu_los_hours,mimic_iv__whole_stay_mean,mimic_iv__whole_stay_median,mimic_iv__whole_stay_iqr,mimic_iv__first_24hr_mean,mimic_iv__first_24hr_median,mimic_iv__first_24hr_iqr,mimic_iv__first_48hr_mean,mimic_iv__first_48hr_median,mimic_iv__first_48hr_iqr,mimic_iv__first_72hr_mean,mimic_iv__first_72hr_median,mimic_iv__first_72hr_iqr
labs,ph_venous,(no units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12159,43865,43790,4.74,113.73,3.61,1.0,2.0,1.55,1.0,1.0,1.96,1.0,1.0,2.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16062,53238,53196,5.86,140.64,3.31,1.0,1.0,1.42,1.0,0.0,1.85,1.0,0.0,2.13,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory_support,resp_rate_obs,"",136412,13295763,13295570,3.52,84.52,97.47,33.0,63.0,26.56,20.0,22.0,40.69,27.0,37.0,50.3,30.0,49.0,42364,1706544,1689250,4.52,108.59,40.28,8.0,25.0,9.95,5.0,9.0,15.43,6.0,14.0,19.47,7.0,17.0,42430,906624,823903,5.18,124.23,21.37,7.0,19.0,5.56,4.0,5.0,8.38,6.0,9.0,10.43,6.0,12.0,53807,7085143,7085061,3.09,74.09,131.68,62.0,97.0,46.14,35.0,28.0,68.9,53.0,49.0,83.28,60.0,70.0,17227,494155,494131,4.15,99.54,28.68,13.0,26.0,9.73,5.0,10.0,14.7,8.0,15.0,17.68,10.0,18.0,20594,882611,826777,4.97,119.32,42.86,9.0,29.0,9.39,6.0,6.0,15.11,7.0,11.0,19.26,8.0,16.0,60070,2466241,2464072,4.59,110.05,41.06,12.0,36.0,9.22,6.0,9.0,15.23,9.0,17.0,19.72,11.0,22.0,,,,,,,,,,,,,,,,,,26305,3387414,3386482,5.89,141.3,128.77,34.0,101.0,32.06,25.0,30.0,47.26,29.0,55.0,58.77,31.0,74.0,36651,774253,774252,4.77,114.42,21.13,7.0,19.0,5.3,5.0,5.0,8.03,6.0,9.0,10.07,6.0,13.0
respiratory_support,tidal_volume_set,"",45608,5720736,5720687,5.79,138.9,125.43,35.0,106.0,34.73,24.0,32.0,50.08,28.0,56.0,61.1,30.0,72.0,29397,487915,484496,4.87,116.89,16.6,6.0,17.0,4.85,4.0,4.0,7.3,5.0,9.0,9.08,5.0,11.0,34603,660284,615573,5.46,131.01,19.08,7.0,19.0,5.32,4.0,5.0,7.9,6.0,9.0,9.74,6.0,12.0,12150,373335,373322,5.71,136.95,30.73,12.0,30.0,11.42,7.0,14.0,15.8,9.0,18.0,18.88,9.0,21.0,11067,249012,248991,4.06,97.33,22.5,13.0,20.0,8.98,5.0,12.0,13.2,8.0,14.0,15.47,10.0,16.0,17361,1677230,1594130,5.33,127.87,96.61,27.0,82.0,24.6,16.0,25.0,37.57,20.0,42.0,46.72,23.0,53.0,34980,1086411,1085686,5.55,133.31,31.06,13.0,32.0,7.08,6.0,5.0,11.57,9.0,10.0,14.89,11.0,15.0,9119,175875,175873,7.88,189.01,19.29,8.0,18.0,4.02,3.0,5.0,6.5,5.0,8.0,8.32,5.0,10.0,24456,1866040,1865488,5.93,142.42,76.3,27.0,68.0,26.27,19.0,27.0,36.99,22.0,43.0,44.43,24.0,52.0,33962,420834,420833,4.93,118.35,12.39,4.0,11.0,4.12,3.0,4.0,5.84,4.0,6.0,7.03,4.0,8.0
respiratory_support,peak_inspiratory_pressure_obs,"",46916,8072935,8072883,5.78,138.65,172.07,42.0,136.0,39.72,29.0,33.0,59.01,35.0,59.0,73.47,37.0,82.0,39212,800395,795254,4.57,109.63,20.41,6.0,18.0,5.33,4.0,5.0,8.17,5.0,9.0,10.26,6.0,12.0,36633,951853,871386,5.37,128.95,25.98,9.0,24.0,6.31,5.0,5.0,9.68,7.0,9.0,12.17,8.0,13.0,15340,621594,621581,5.49,131.83,40.52,12.0,35.0,10.19,6.0,9.0,15.33,9.0,15.0,19.25,10.0,19.0,11856,331146,331139,4.78,114.72,27.93,9.0,25.0,7.61,4.0,5.0,11.89,7.0,10.0,14.79,7.0,13.0,20398,2150322,2068090,4.98,119.45,105.42,24.0,81.0,23.67,14.0,25.0,37.2,18.0,43.0,47.05,21.0,55.0,49376,1724620,1723373,4.96,119.14,34.93,10.0,31.0,7.87,6.0,7.0,12.9,8.0,12.0,16.64,9.0,17.0,11690,368290,368287,7.05,169.29,31.5,12.0,31.0,5.51,5.0,4.0,9.08,8.0,9.0,11.84,10.0,13.0,26213,838234,837872,5.9,141.71,31.98,9.0,26.0,8.8,7.0,7.0,12.56,8.0,12.0,15.37,9.0,17.0,36748,777868,777867,4.75,114.03,21.17,6.0,19.0,5.3,5.0,5.0,8.03,6.0,9.0,10.07,6.0,13.0
respiratory_support,peep_obs,"",23160,654134,654128,7.97,191.3,28.24,7.0,19.0,6.49,3.0,5.0,9.84,4.0,8.0,12.36,4.0,10.0,25575,463306,459568,5.31,127.54,18.12,6.0,17.0,4.38,3.0,4.0,6.79,4.0,7.0,8.61,5.0,9.0,4,35,32,22.49,539.75,8.75,9.5,5.75,0.5,0.0,0.5,3.0,0.0,3.0,4.0,0.5,4.5,2332,6519,6515,8.67,208.12,2.8,2.0,2.0,0.97,1.0,1.0,1.37,1.0,2.0,1.63,1.0,1.0,9936,220270,220263,5.02,120.57,22.17,7.0,19.0,6.22,4.0,5.0,9.61,5.0,8.0,11.92,6.0,11.0,17507,846294,790816,5.33,127.84,48.34,11.0,35.0,10.31,6.0,7.0,16.68,9.0,12.0,21.35,10.0,16.0,8938,113384,113373,6.93,166.22,12.69,6.0,13.0,2.72,2.0,3.0,4.54,3.0,6.0,5.91,4.0,7.0,,,,,,,,,,,,,,,,,,22112,250838,250735,6.39,153.29,11.34,4.0,11.0,3.43,3.0,4.0,4.89,3.0,6.0,5.94,4.0,8.0,28165,251591,251590,5.42,130.01,8.93,3.0,9.0,2.95,2.0,3.0,4.26,3.0,5.0,5.16,3.0,6.0
respiratory_support,flow_rate_set,"",98024,3906000,3905888,4.16,99.86,39.85,19.0,37.0,12.48,9.0,16.0,19.44,13.0,23.0,24.01,15.0,28.0,,,,,,,,,,,,,,,,,,35,148,86,8.5,203.97,4.23,2.0,3.0,1.26,0.0,2.0,2.2,1.0,2.0,3.31,1.0,2.5,1979,16623,16622,8.33,199.99,8.4,2.0,8.0,1.51,1.0,2.0,2.55,1.0,2.0,3.43,1.0,2.0,47,709,709,5.39,129.26,15.09,8.0,15.0,3.55,3.0,4.0,5.94,4.0,7.0,7.49,5.0,8.0,16924,775693,722980,5.42,130.08,45.83,10.0,31.0,9.91,6.0,6.0,15.96,8.0,12.0,20.35,9.0,16.0,4617,77846,77832,6.12,146.91,16.86,8.0,17.0,4.43,4.0,6.0,7.12,5.0,10.0,9.11,6.0,13.0,,,,,,,,,,,,,,,,,,40663,1403515,1402796,4.66,111.78,34.52,17.0,33.0,9.81,8.0,12.0,15.65,11.0,19.0,19.7,13.0,23.0,17655,359952,359951,5.22,125.27,20.39,6.0,18.0,4.56,4.0,4.0,7.09,5.0,9.0,9.03,5.0,12.0
respiratory_support,minute_vent_obs,"",56892,7547325,7547283,5.35,128.42,132.66,28.0,94.0,30.6,20.0,31.0,45.52,23.0,51.0,56.68,25.0,66.0,31042,726611,721768,4.94,118.57,23.41,7.0,21.0,5.8,5.0,5.0,8.96,6.0,9.0,11.35,7.0,13.0,36670,954631,875061,5.38,129.04,26.03,9.0,24.0,6.34,5.0,4.0,9.71,7.0,9.0,12.2,8.0,13.0,15520,425598,425587,5.48,131.49,27.42,9.0,25.0,7.34,6.0,6.0,10.94,7.0,12.0,13.65,8.0,16.0,1586,87295,87289,6.94,166.59,55.04,17.0,51.0,16.34,5.0,18.0,24.76,8.0,28.0,30.23,10.0,33.0,17498,845370,789881,5.33,127.87,48.31,11.0,35.0,10.29,6.0,7.0,16.67,9.0,11.75,21.33,10.0,16.0,49499,1265284,1264010,4.97,119.31,25.56,9.0,25.0,5.79,5.0,5.0,9.48,7.0,9.0,12.22,8.0,14.0,,,,,,,,,,,,,,,,,,26271,3368050,3367121,5.89,141.42,128.2,34.0,101.0,32.0,25.0,30.0,47.17,29.0,55.0,58.64,31.0,74.0,36961,801999,801998,4.74,113.75,21.7,7.0,19.0,5.4,5.0,5.0,8.19,6.0,9.0,10.29,6.0,14.0
respiratory_support,resp_rate_set,"",54940,7069983,7069923,5.4,129.67,128.69,33.0,99.0,33.64,23.0,33.0,49.19,27.0,55.0,60.44,29.0,71.0,30149,614805,609939,5.01,120.12,20.39,7.0,20.0,5.4,4.0,5.0,8.19,5.0,9.0,10.26,6.0,13.0,40953,793554,720247,5.21,125.01,19.38,7.0,18.0,5.54,4.0,5.0,8.13,5.0,9.0,9.97,6.0,12.0,12990,672930,672914,5.71,137.05,51.8,18.0,48.0,14.62,9.0,15.0,21.35,13.0,23.0,26.32,15.0,29.0,14627,347410,347393,4.31,103.35,23.75,12.0,22.0,8.65,5.0,10.0,12.87,8.0,13.0,15.3,9.0,15.0,20070,1856155,1772574,4.99,119.8,92.48,22.0,72.0,23.15,14.0,25.0,35.39,18.0,40.0,44.06,20.0,49.0,37678,1166946,1166108,5.4,129.72,30.97,12.0,31.0,7.09,6.0,5.0,11.56,9.0,10.0,14.86,10.0,15.0,10751,272634,272631,7.31,175.33,25.36,10.0,24.0,5.24,5.0,5.0,8.42,7.0,9.0,10.73,8.0,13.0,26052,2727439,2726772,5.91,141.86,104.69,28.0,87.0,28.7,21.0,30.0,41.79,24.0,52.0,51.42,26.0,65.0,34441,446658,446657,4.9,117.65,12.97,5.0,11.0,4.31,3.0,4.0,6.09,4.0,7.0,7.33,4.0,8.0
respiratory_support,inspiratory_time_set,"",23758,750898,750896,6.79,163.07,31.61,8.0,23.0,6.71,5.0,7.0,9.94,6.0,10.0,12.42,6.0,14.0,22697,426412,422231,5.47,131.27,18.79,6.0,17.0,4.51,3.0,5.0,7.01,4.0,7.0,8.89,5.0,10.0,,,,,,,,,,,,,,,,,,14847,299127,299118,5.6,134.39,20.15,7.0,19.0,6.11,5.0,6.0,8.76,6.0,9.0,10.68,6.0,12.0,6366,209828,209821,5.63,135.12,32.96,9.0,26.0,8.82,4.0,5.0,13.82,6.0,10.0,17.15,7.0,13.0,9712,78851,77880,6.29,151.0,8.12,4.0,7.0,2.22,2.0,2.0,3.45,2.0,3.0,4.34,3.0,4.0,41226,981067,980337,5.26,126.18,23.8,9.0,24.0,5.39,5.0,4.0,8.81,7.0,9.0,11.37,8.0,13.0,,,,,,,,,,,,,,,,,,19446,446829,446596,6.75,161.97,22.98,9.0,22.0,6.58,5.0,7.0,9.53,7.0,10.0,11.7,7.0,13.0,34530,415033,415032,4.91,117.72,12.02,4.0,10.0,3.93,3.0,5.0,5.58,3.0,6.0,6.74,4.0,7.0
respiratory_support,peep_set,"",48390,6566466,6566428,5.36,128.62,135.7,28.0,94.0,29.72,18.0,32.75,45.39,22.0,54.0,57.09,24.0,68.0,31009,757481,752374,4.95,118.83,24.43,8.0,22.0,6.16,5.0,4.0,9.46,7.0,9.0,11.94,7.0,13.0,36950,1022193,940722,5.35,128.31,27.66,9.0,26.0,6.89,5.0,5.0,10.47,8.0,10.0,13.11,8.0,14.0,15961,930697,930678,5.39,129.4,58.31,17.0,53.0,14.97,9.0,17.0,22.54,13.0,25.0,28.33,14.0,32.0,14965,491596,491574,4.23,101.48,32.85,16.0,30.0,10.99,6.0,12.0,16.61,10.0,16.0,19.98,13.0,19.0,17877,2246330,2162713,5.25,125.95,125.65,33.0,101.0,28.52,20.0,26.0,44.63,26.0,47.0,56.36,29.0,62.0,37607,2241068,2239451,5.34,128.1,59.59,22.0,60.0,13.02,10.0,10.0,21.44,16.0,20.0,27.76,19.0,29.0,11795,393105,393102,7.02,168.49,33.33,13.0,33.0,5.92,5.0,4.0,9.69,9.0,9.0,12.6,10.0,14.0,26155,3415370,3414406,5.91,141.93,130.58,35.0,104.0,32.61,26.0,30.0,48.02,30.0,55.0,59.67,32.0,75.0,38550,861234,861233,4.64,111.34,22.34,7.0,20.0,5.69,5.0,6.0,8.6,6.0,10.0,10.77,7.0,14.0
respiratory_support,lpm_set,"",98024,3906000,3905888,4.16,99.86,39.85,19.0,37.0,12.48,9.0,16.0,19.44,13.0,23.0,24.01,15.0,28.0,71824,2159902,2147618,3.43,82.27,30.07,14.0,28.0,10.48,7.0,13.0,16.33,11.0,18.0,19.95,12.0,23.0,86413,2608847,2486227,3.83,91.84,30.19,14.0,27.0,10.75,7.0,13.0,16.08,10.0,18.0,19.52,11.0,21.0,35501,1702592,1702569,3.76,90.18,47.96,23.0,45.0,16.31,13.0,20.0,25.15,18.0,30.0,30.82,20.0,36.0,30662,1133064,1132976,3.29,79.07,36.95,18.0,40.0,14.57,8.0,15.0,22.41,13.0,25.0,26.7,15.0,31.0,30296,792857,792180,4.04,96.98,26.17,12.0,26.0,7.91,5.0,10.0,12.76,8.0,15.0,15.99,10.0,19.0,5937,36322,33671,6.78,162.84,6.12,3.0,6.0,1.35,1.0,2.0,2.32,1.0,3.0,3.06,1.0,3.0,35237,876269,876251,4.41,105.73,24.87,12.0,24.0,7.34,5.0,9.0,11.88,7.0,14.0,14.8,9.0,17.0,40663,1403515,1402796,4.66,111.78,34.52,17.0,33.0,9.81,8.0,12.0,15.65,11.0,19.0,19.7,13.0,23.0,61624,750767,750766,3.44,82.6,12.18,7.0,11.0,4.49,4.0,5.0,6.91,5.0,8.0,8.31,6.0,8.0
respiratory_support,peak_inspiratory_pressure_set,"",5327,396612,396609,10.19,244.51,74.45,5.0,24.0,9.8,1.0,6.0,15.88,2.0,9.0,20.72,2.0,11.0,4539,93430,92422,9.26,222.33,20.58,7.0,18.0,2.69,1.0,4.0,4.59,2.0,6.0,6.23,3.0,7.0,14094,136105,106567,6.4,153.58,9.66,4.0,7.0,2.58,2.0,4.0,3.84,2.0,4.0,4.77,3.0,5.0,6392,144639,144638,7.47,179.23,22.63,9.0,23.0,4.47,3.0,7.0,7.15,4.0,10.0,9.23,5.0,11.0,11856,331146,331139,4.78,114.72,27.93,9.0,25.0,7.61,4.0,5.0,11.89,7.0,10.0,14.79,7.0,13.0,5123,46599,46196,5.27,126.57,9.1,5.0,8.0,3.53,2.0,5.0,5.01,3.0,6.0,5.95,3.0,7.0,5983,79071,79000,8.62,206.91,13.22,4.0,11.0,2.25,1.0,3.0,3.93,1.0,5.0,5.25,2.0,5.0,,,,,,,,,,,,,,,,,,6509,154344,154281,10.87,260.77,23.71,7.0,22.0,3.41,1.0,4.0,5.62,2.0,7.0,7.52,3.0,9.0,3240,13948,13948,4.88,117.21,4.3,2.0,4.0,1.79,1.0,3.0,2.5,2.0,2.0,2.96,2.0,3.0
respiratory_support,pressure_control_set,"",2308,41480,41480,11.68,280.43,17.97,4.0,9.0,2.41,1.0,3.0,3.79,1.0,4.0,4.95,2.0,5.0,4163,116599,115292,8.99,215.65,28.01,9.0,26.0,3.87,2.0,5.0,6.54,3.0,8.0,8.77,4.0,10.0,3157,65741,42326,10.27,246.57,20.82,5.0,16.0,3.3,1.0,4.0,5.41,2.0,7.0,7.12,2.0,9.0,6343,138742,138741,7.48,179.6,21.87,9.0,22.0,4.3,3.0,6.0,6.9,4.0,9.0,8.92,5.0,11.0,2362,53070,53070,7.96,191.11,22.47,4.0,15.0,4.26,1.0,4.0,7.18,2.0,5.0,9.25,2.0,7.0,3822,155677,155318,9.28,222.62,40.73,3.0,16.0,5.76,1.0,3.0,9.64,1.0,4.0,12.79,1.0,6.0,4294,38551,38385,9.69,232.64,8.98,2.0,5.0,1.32,0.0,1.0,2.31,1.0,2.0,3.12,1.0,2.0,1367,28566,28566,12.28,294.81,20.9,8.0,20.0,3.26,2.0,5.0,5.48,3.0,9.0,7.17,3.0,11.0,6488,152959,152896,10.87,260.85,23.58,7.0,22.0,3.39,1.0,4.0,5.58,2.0,7.0,7.48,3.0,9.0,2240,12188,12188,10.95,262.83,5.44,1.0,2.0,0.79,0.0,1.0,1.27,1.0,1.0,1.69,1.0,1.0
respiratory_support,mean_airway_pressure_obs,"",46345,7829047,7828996,5.81,139.52,168.93,41.0,131.0,38.93,28.0,33.0,57.81,33.0,59.0,71.95,35.0,82.0,31114,726001,721146,4.94,118.47,23.33,7.0,21.0,5.77,5.0,5.0,8.92,6.0,9.0,11.3,6.0,13.0,36274,915942,843479,5.39,129.37,25.25,8.0,23.0,6.12,5.0,5.0,9.39,7.0,9.0,11.81,7.0,12.0,12906,646573,646561,5.72,137.35,50.1,16.0,46.0,12.25,8.0,11.0,18.61,11.0,19.0,23.51,13.0,23.0,11149,212557,212556,4.83,116.0,19.07,8.0,20.0,5.1,4.0,4.0,8.0,6.0,8.0,10.01,7.0,10.0,17498,845513,790036,5.33,127.83,48.32,11.0,35.0,10.3,6.0,7.0,16.67,9.0,11.0,21.33,10.0,16.0,36099,1081205,1080114,5.48,131.41,29.95,12.0,31.0,6.42,6.0,4.0,10.62,9.0,9.0,13.8,10.0,14.0,,,,,,,,,,,,,,,,,,24904,727921,727587,6.04,144.98,29.23,9.0,23.0,7.94,6.0,6.0,11.31,8.0,11.0,13.88,8.0,15.0,36652,790525,790524,4.76,114.2,21.57,7.0,19.0,5.32,5.0,5.0,8.09,6.0,9.0,10.18,6.0,13.0
respiratory_support,fio2_set,"",66935,10849652,10849529,5.05,121.22,162.09,37.0,121.0,36.01,25.0,34.0,55.0,31.0,60.0,69.3,34.0,81.0,48420,4197423,4161424,4.18,100.4,86.69,22.0,67.0,21.69,14.0,21.0,33.91,19.0,36.0,42.96,21.0,47.0,54891,5396545,5198710,4.72,113.38,98.31,24.0,76.0,23.98,14.0,22.0,37.47,20.0,36.0,47.28,22.0,46.0,18358,859123,859102,5.17,124.0,46.8,15.5,41.0,12.33,8.0,11.0,18.78,12.0,18.0,23.68,14.0,24.0,17964,882531,882487,4.08,97.85,49.13,19.0,42.0,15.2,8.0,17.0,23.58,13.0,26.0,28.97,15.0,32.0,25594,2867991,2780406,4.67,112.18,112.06,26.0,85.0,25.36,16.0,27.0,39.96,21.0,48.0,50.66,24.0,60.0,108971,5238069,5229485,3.51,84.21,48.07,14.0,37.0,13.13,9.0,11.0,20.92,13.0,21.0,26.35,14.0,28.0,21423,1080995,1080982,5.68,136.34,50.46,14.0,43.0,9.33,7.0,11.0,15.46,10.0,18.0,20.13,12.0,25.0,26302,3557031,3556043,5.9,141.52,135.24,36.0,108.0,33.33,26.0,31.0,49.18,31.0,56.0,61.26,33.0,78.0,43203,1114492,1114491,4.4,105.66,25.8,9.0,22.0,6.82,6.0,5.0,10.27,8.0,10.0,12.78,9.0,15.0
respiratory_support,pressure_support_set,"",53000,6662057,6662008,5.59,134.11,125.7,28.0,86.0,29.05,18.0,31.0,43.4,22.0,49.0,54.15,24.0,59.0,21499,166663,166205,6.01,144.14,7.75,2.0,5.0,1.82,1.0,2.0,2.78,1.0,2.0,3.53,2.0,2.0,36099,435303,401454,5.79,138.88,12.06,4.0,9.0,3.21,2.0,3.0,4.75,3.0,5.0,5.89,3.0,6.0,10718,221194,221192,6.67,160.2,20.64,5.0,16.0,3.8,2.0,4.0,6.49,3.0,6.0,8.68,3.0,8.0,9652,143540,143540,5.68,136.36,14.87,5.0,13.0,3.72,2.0,3.0,5.95,3.0,6.0,7.49,3.0,8.0,14742,429883,428670,6.16,147.95,29.16,5.0,17.0,4.87,2.0,4.0,8.38,3.0,7.0,11.21,4.0,8.0,39277,469769,468524,5.83,140.02,11.96,4.0,9.0,2.32,1.0,3.0,3.89,2.0,4.0,5.13,3.0,5.0,9496,69575,69575,8.56,205.46,7.33,3.0,6.0,1.2,1.0,2.0,1.93,1.0,2.0,2.52,2.0,2.0,24771,1911447,1911017,6.15,147.68,77.16,21.0,43.0,21.35,15.0,26.0,29.68,17.0,29.0,35.86,18.0,32.0,31132,408499,408499,5.37,128.86,13.12,4.0,12.0,2.43,2.0,2.0,4.01,2.0,4.0,5.28,3.0,6.0
respiratory_support,tidal_volume_obs,"",57241,8394053,8393996,5.33,127.91,146.64,32.0,104.0,34.56,23.0,34.0,51.26,27.0,57.0,63.69,28.0,75.0,40010,835952,830752,4.52,108.57,20.89,6.0,17.0,5.5,4.0,5.0,8.42,5.0,9.0,10.59,6.0,12.0,43611,1046443,958566,5.11,122.55,23.99,8.0,21.0,6.08,5.0,5.0,9.23,6.0,9.0,11.55,7.0,12.0,15548,690374,690360,5.47,131.27,44.4,13.0,39.0,11.17,7.0,10.0,16.87,10.0,16.0,21.24,11.0,21.0,16729,455700,455679,4.18,100.28,27.24,13.0,26.0,9.2,5.0,9.0,13.88,9.0,14.0,16.69,10.0,17.0,20487,930478,874624,4.98,119.49,45.42,10.0,31.0,10.08,6.0,7.0,16.12,8.0,13.0,20.47,9.0,18.0,49879,2061200,2059788,4.93,118.27,41.32,12.0,39.0,9.4,7.0,9.0,15.37,9.0,17.0,19.81,11.0,24.0,11420,338216,338213,7.15,171.62,29.62,11.0,29.0,5.32,5.0,3.0,8.75,8.0,9.0,11.36,9.0,13.0,26200,2537112,2536389,5.9,141.69,96.84,22.0,84.0,24.12,14.0,33.0,36.31,17.0,53.0,45.4,19.0,63.0,37062,880467,880466,4.73,113.56,23.76,7.0,21.0,5.81,5.0,5.0,8.86,6.0,10.0,11.18,7.0,15.0
respiratory_support,plateau_pressure_obs,"",39954,1090308,1090297,6.28,150.71,27.29,6.0,19.0,6.7,3.0,5.0,10.05,4.0,8.0,12.48,5.0,10.0,27673,441780,438063,5.24,125.8,15.96,5.0,15.0,4.04,3.0,4.0,6.22,4.0,7.0,7.84,4.0,9.0,30259,460966,428107,5.8,139.23,15.23,6.0,15.0,4.14,3.0,4.0,6.22,4.0,7.0,7.71,5.0,9.0,9905,81633,81628,6.49,155.68,8.24,4.0,7.0,2.73,2.0,3.0,3.84,3.0,4.0,4.64,3.0,5.0,9292,136749,136745,5.25,126.01,14.72,6.0,13.0,4.47,3.0,4.0,6.8,4.0,6.0,8.29,4.0,8.0,15415,461366,412658,5.75,138.05,29.93,7.0,20.0,6.36,3.0,4.0,10.15,5.0,8.0,12.91,5.0,11.0,23605,354634,354534,6.81,163.51,15.02,7.0,15.0,3.09,2.0,4.0,5.19,4.0,7.0,6.81,4.0,8.0,,,,,,,,,,,,,,,,,,22099,265829,265709,6.37,152.88,12.03,4.0,10.0,3.63,3.0,4.0,5.18,3.0,6.0,6.31,4.0,8.0,30685,284529,284528,5.2,124.74,9.27,3.0,9.0,3.11,2.0,4.0,4.47,3.0,5.0,5.4,3.0,6.0
